,date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
0,2023-12-01,5.18,1.22,30.0,1993-12-01 2022-12-01,96.86,2.03,30.0,1993-12-01 2022-12-01,7.8,1.24,30.0,1993-12-01 2022-12-01,19.29,3.86,30.0,1993-12-01 2022-12-01,1.56,1.44,30.0,1993-12-01 2022-12-01,79.1,4.18,30.0,1993-12-01 2022-12-01,2.12,1.27,30.0,1993-12-01 2022-12-01,3.27,1.59,30.0,1993-12-01 2022-12-01,428.06,152.69,30.0,1993-12-01 2022-12-01,422.17,152.06,30.0,1993-12-01 2022-12-01,6.74,11.86,30.0,1993-12-01 2022-12-01,0.4,1.38,30.0,1993-12-01 2022-12-01,,,,
1,2023-11-01,7.23,1.23,30.0,1993-11-01 2022-11-01,97.27,1.88,30.0,1993-11-01 2022-11-01,10.09,1.02,30.0,1993-11-01 2022-11-01,19.92,4.66,30.0,1993-11-01 2022-11-01,3.37,1.65,30.0,1993-11-01 2022-11-01,76.65,4.97,30.0,1993-11-01 2022-11-01,3.85,1.53,30.0,1993-11-01 2022-11-01,3.25,1.53,30.0,1993-11-01 2022-11-01,474.55,171.65,30.0,1993-11-01 2022-11-01,472.46,171.85,30.0,1993-11-01 2022-11-01,2.09,5.9,30.0,1993-11-01 2022-11-01,0.1,0.16,29.0,1993-11-01 2022-11-01,,,,
2,2023-10-01,10.3,0.95,30.0,1993-10-01 2022-10-01,97.99,1.38,30.0,1993-10-01 2022-10-01,13.69,0.83,30.0,1993-10-01 2022-10-01,19.27,3.71,30.0,1993-10-01 2022-10-01,6.54,1.14,30.0,1993-10-01 2022-10-01,74.51,3.29,30.0,1993-10-01 2022-10-01,6.87,1.16,30.0,1993-10-01 2022-10-01,2.28,1.35,30.0,1993-10-01 2022-10-01,339.39,135.77,30.0,1993-10-01 2022-10-01,339.39,135.77,30.0,1993-10-01 2022-10-01,0.0,0.0,30.0,1993-10-01 2022-10-01,0.0,0.0,29.0,1993-10-01 2022-10-01,,,,
3,2023-09-01,13.16,0.68,30.0,1993-09-01 2022-09-01,98.44,1.17,30.0,1993-09-01 2022-09-01,17.68,0.94,30.0,1993-09-01 2022-09-01,17.94,3.04,30.0,1993-09-01 2022-09-01,9.63,0.78,30.0,1993-09-01 2022-09-01,70.92,3.68,30.0,1993-09-01 2022-09-01,9.9,0.94,30.0,1993-09-01 2022-09-01,1.32,0.91,30.0,1993-09-01 2022-09-01,168.4,91.73,29.0,1993-09-01 2022-09-01,168.4,91.73,29.0,1993-09-01 2022-09-01,0.0,0.0,29.0,1993-09-01 2022-09-01,0.0,0.0,28.0,1993-09-01 2022-09-01,,,,
4,2023-08-01,14.23,0.65,30.0,1993-08-01 2022-08-01,98.43,1.26,30.0,1993-08-01 2022-08-01,19.07,0.89,30.0,1993-08-01 2022-08-01,18.22,2.66,30.0,1993-08-01 2022-08-01,11.33,0.72,30.0,1993-08-01 2022-08-01,71.45,3.97,30.0,1993-08-01 2022-08-01,11.42,0.76,30.0,1993-08-01 2022-08-01,1.4,0.76,30.0,1993-08-01 2022-08-01,91.84,76.37,30.0,1993-08-01 2022-08-01,91.84,76.37,30.0,1993-08-01 2022-08-01,0.0,0.0,30.0,1993-08-01 2022-08-01,0.0,0.0,28.0,1993-08-01 2022-08-01,,,,
5,2023-07-01,13.58,0.72,30.0,1993-07-01 2022-07-01,97.74,1.31,30.0,1993-07-01 2022-07-01,18.86,0.96,30.0,1993-07-01 2022-07-01,19.74,2.64,30.0,1993-07-01 2022-07-01,10.75,0.74,30.0,1993-07-01 2022-07-01,68.77,3.93,30.0,1993-07-01 2022-07-01,11.1,0.74,30.0,1993-07-01 2022-07-01,1.84,0.92,30.0,1993-07-01 2022-07-01,60.97,47.56,30.0,1993-07-01 2022-07-01,60.97,47.56,30.0,1993-07-01 2022-07-01,0.0,0.0,30.0,1993-07-01 2022-07-01,0.0,0.0,28.0,1993-07-01 2022-07-01,,,,
6,2023-06-01,11.73,0.73,30.0,1993-06-01 2022-06-01,96.89,1.39,30.0,1993-06-01 2022-06-01,16.72,1.29,30.0,1993-06-01 2022-06-01,20.94,3.52,30.0,1993-06-01 2022-06-01,8.66,0.71,30.0,1993-06-01 2022-06-01,67.95,4.18,30.0,1993-06-01 2022-06-01,9.49,0.72,30.0,1993-06-01 2022-06-01,2.27,1.05,30.0,1993-06-01 2022-06-01,108.76,58.26,29.0,1993-06-01 2022-06-01,108.76,58.26,29.0,1993-06-01 2022-06-01,0.0,0.0,29.0,1993-06-01 2022-06-01,0.0,0.0,27.0,1993-06-01 2022-06-01,,,,
7,2023-05-01,9.51,1.03,30.0,1993-05-01 2022-05-01,96.67,1.68,30.0,1993-05-01 2022-05-01,14.58,1.3,30.0,1993-05-01 2022-05-01,21.69,3.0,30.0,1993-05-01 2022-05-01,6.14,1.14,30.0,1993-05-01 2022-05-01,66.26,4.21,30.0,1993-05-01 2022-05-01,6.97,1.24,30.0,1993-05-01 2022-05-01,2.3,0.99,30.0,1993-05-01 2022-05-01,131.65,65.9,30.0,1993-05-01 2022-05-01,131.65,65.9,30.0,1993-05-01 2022-05-01,0.0,0.0,30.0,1993-05-01 2022-05-01,0.0,0.0,28.0,1993-05-01 2022-05-01,,,,
8,2023-04-01,7.09,0.93,30.0,1993-04-01 2022-04-01,96.61,1.45,30.0,1993-04-01 2022-04-01,11.69,0.98,30.0,1993-04-01 2022-04-01,22.68,2.98,30.0,1993-04-01 2022-04-01,3.28,1.05,30.0,1993-04-01 2022-04-01,66.92,3.5,30.0,1993-04-01 2022-04-01,4.2,1.12,30.0,1993-04-01 2022-04-01,3.03,1.33,30.0,1993-04-01 2022-04-01,252.31,110.76,30.0,1993-04-01 2022-04-01,252.05,110.97,30.0,1993-04-01 2022-04-01,0.27,0.87,30.0,1993-04-01 2022-04-01,0.1,0.36,30.0,1993-04-01 2022-04-01,,,,
9,2023-03-01,5.7,1.05,30.0,1993-03-01 2022-03-01,96.34,2.09,30.0,1993-03-01 2022-03-01,9.61,1.08,30.0,1993-03-01 2022-03-01,22.27,3.29,30.0,1993-03-01 2022-03-01,1.95,1.22,30.0,1993-03-01 2022-03-01,69.76,4.63,30.0,1993-03-01 2022-03-01,2.84,1.06,30.0,1993-03-01 2022-03-01,3.65,1.79,30.0,1993-03-01 2022-03-01,355.44,111.59,30.0,1993-03-01 2022-03-01,350.74,113.2,30.0,1993-03-01 2022-03-01,4.67,9.28,30.0,1993-03-01 2022-03-01,0.1,0.32,30.0,1993-03-01 2022-03-01,,,,
10,2023-02-01,4.76,1.61,30.0,1993-02-01 2022-02-01,95.99,2.72,30.0,1993-02-01 2022-02-01,8.65,1.31,30.0,1993-02-01 2022-02-01,19.23,4.04,30.0,1993-02-01 2022-02-01,0.76,2.06,30.0,1993-02-01 2022-02-01,69.98,6.9,30.0,1993-02-01 2022-02-01,1.84,1.5,30.0,1993-02-01 2022-02-01,3.2,1.94,30.0,1993-02-01 2022-02-01,282.55,144.28,30.0,1993-02-01 2022-02-01,275.54,140.93,30.0,1993-02-01 2022-02-01,6.94,9.84,30.0,1993-02-01 2022-02-01,0.2,0.33,30.0,1993-02-01 2022-02-01,,,,
11,2023-01-01,5.58,1.46,30.0,1993-01-01 2022-01-01,97.29,1.85,30.0,1993-01-01 2022-01-01,8.2,1.06,30.0,1993-01-01 2022-01-01,19.38,4.68,30.0,1993-01-01 2022-01-01,2.02,1.66,30.0,1993-01-01 2022-01-01,78.77,5.44,30.0,1993-01-01 2022-01-01,2.53,1.44,30.0,1993-01-01 2022-01-01,3.49,1.66,30.0,1993-01-01 2022-01-01,463.8,158.77,30.0,1993-01-01 2022-01-01,456.9,158.98,30.0,1993-01-01 2022-01-01,6.9,13.6,30.0,1993-01-01 2022-01-01,0.3,0.73,30.0,1993-01-01 2022-01-01,,,,
12,2022-12-01,5.17,1.23,30.0,1992-12-01 2021-12-01,96.84,2.02,30.0,1992-12-01 2021-12-01,7.82,1.22,30.0,1992-12-01 2021-12-01,18.93,4.1,30.0,1992-12-01 2021-12-01,1.59,1.41,30.0,1992-12-01 2021-12-01,79.05,4.2,30.0,1992-12-01 2021-12-01,2.11,1.29,30.0,1992-12-01 2021-12-01,3.21,1.63,30.0,1992-12-01 2021-12-01,432.46,148.06,30.0,1992-12-01 2021-12-01,426.26,147.55,30.0,1992-12-01 2021-12-01,7.02,11.98,30.0,1992-12-01 2021-12-01,0.4,1.38,30.0,1992-12-01 2021-12-01,,,,
13,2022-11-01,7.31,1.17,30.0,1992-11-01 2021-11-01,97.21,1.89,30.0,1992-11-01 2021-11-01,10.15,0.99,30.0,1992-11-01 2021-11-01,19.73,4.83,30.0,1992-11-01 2021-11-01,3.51,1.52,30.0,1992-11-01 2021-11-01,76.9,4.78,30.0,1992-11-01 2021-11-01,3.97,1.41,30.0,1992-11-01 2021-11-01,3.18,1.61,30.0,1992-11-01 2021-11-01,481.93,163.99,30.0,1992-11-01 2021-11-01,479.91,164.17,30.0,1992-11-01 2021-11-01,2.03,5.91,30.0,1992-11-01 2021-11-01,0.1,0.16,29.0,1992-11-01 2021-11-01,,,,
14,2022-10-01,10.25,0.9,30.0,1992-10-01 2021-10-01,98.01,1.39,30.0,1992-10-01 2021-10-01,13.6,0.7,30.0,1992-10-01 2021-10-01,19.25,3.71,30.0,1992-10-01 2021-10-01,6.52,1.14,30.0,1992-10-01 2021-10-01,74.66,3.26,30.0,1992-10-01 2021-10-01,6.85,1.15,30.0,1992-10-01 2021-10-01,2.25,1.38,30.0,1992-10-01 2021-10-01,347.59,133.36,30.0,1992-10-01 2021-10-01,347.59,133.36,30.0,1992-10-01 2021-10-01,0.0,0.0,30.0,1992-10-01 2021-10-01,0.0,0.0,29.0,1992-10-01 2021-10-01,,,,
15,2022-09-01,13.11,0.73,30.0,1992-09-01 2021-09-01,98.41,1.23,30.0,1992-09-01 2021-09-01,17.58,0.93,30.0,1992-09-01 2021-09-01,17.94,3.05,30.0,1992-09-01 2021-09-01,9.59,0.84,30.0,1992-09-01 2021-09-01,71.09,3.49,30.0,1992-09-01 2021-09-01,9.84,0.99,30.0,1992-09-01 2021-09-01,1.32,0.91,30.0,1992-09-01 2021-09-01,172.51,89.03,29.0,1992-09-01 2021-09-01,172.51,89.03,29.0,1992-09-01 2021-09-01,0.0,0.0,29.0,1992-09-01 2021-09-01,0.0,0.0,28.0,1992-09-01 2021-09-01,,,,
16,2022-08-01,14.19,0.61,30.0,1992-08-01 2021-08-01,98.45,1.26,30.0,1992-08-01 2021-08-01,19.03,0.85,30.0,1992-08-01 2021-08-01,18.1,2.72,30.0,1992-08-01 2021-08-01,11.29,0.68,30.0,1992-08-01 2021-08-01,71.38,3.99,30.0,1992-08-01 2021-08-01,11.35,0.69,30.0,1992-08-01 2021-08-01,1.34,0.79,30.0,1992-08-01 2021-08-01,93.69,75.18,30.0,1992-08-01 2021-08-01,93.69,75.18,30.0,1992-08-01 2021-08-01,0.0,0.0,30.0,1992-08-01 2021-08-01,0.0,0.0,28.0,1992-08-01 2021-08-01,,,,
17,2022-07-01,13.55,0.7,30.0,1992-07-01 2021-07-01,97.67,1.38,30.0,1992-07-01 2021-07-01,18.89,0.98,30.0,1992-07-01 2021-07-01,19.75,2.63,30.0,1992-07-01 2021-07-01,10.72,0.73,30.0,1992-07-01 2021-07-01,68.45,3.97,30.0,1992-07-01 2021-07-01,11.07,0.72,30.0,1992-07-01 2021-07-01,1.79,0.95,30.0,1992-07-01 2021-07-01,60.09,48.27,30.0,1992-07-01 2021-07-01,60.09,48.27,30.0,1992-07-01 2021-07-01,0.0,0.0,30.0,1992-07-01 2021-07-01,0.0,0.0,28.0,1992-07-01 2021-07-01,,,,
18,2022-06-01,11.76,0.75,30.0,1992-06-01 2021-06-01,96.9,1.39,30.0,1992-06-01 2021-06-01,16.79,1.32,30.0,1992-06-01 2021-06-01,20.84,3.49,30.0,1992-06-01 2021-06-01,8.67,0.71,30.0,1992-06-01 2021-06-01,67.67,4.12,30.0,1992-06-01 2021-06-01,9.5,0.72,30.0,1992-06-01 2021-06-01,2.22,1.07,30.0,1992-06-01 2021-06-01,103.83,55.57,29.0,1992-06-01 2021-06-01,103.83,55.57,29.0,1992-06-01 2021-06-01,0.0,0.0,29.0,1992-06-01 2021-06-01,0.0,0.0,27.0,1992-06-01 2021-06-01,,,,
19,2022-05-01,9.57,1.0,30.0,1992-05-01 2021-05-01,96.62,1.69,30.0,1992-05-01 2021-05-01,14.72,1.27,30.0,1992-05-01 2021-05-01,21.58,2.91,30.0,1992-05-01 2021-05-01,6.15,1.14,30.0,1992-05-01 2021-05-01,65.77,4.46,30.0,1992-05-01 2021-05-01,7.0,1.22,30.0,1992-05-01 2021-05-01,2.28,0.99,30.0,1992-05-01 2021-05-01,125.05,62.87,30.0,1992-05-01 2021-05-01,125.05,62.87,30.0,1992-05-01 2021-05-01,0.0,0.0,30.0,1992-05-01 2021-05-01,0.0,0.0,28.0,1992-05-01 2021-05-01,,,,
20,2022-04-01,7.16,0.91,30.0,1992-04-01 2021-04-01,96.62,1.45,30.0,1992-04-01 2021-04-01,11.78,0.94,30.0,1992-04-01 2021-04-01,22.6,2.97,30.0,1992-04-01 2021-04-01,3.38,1.01,30.0,1992-04-01 2021-04-01,66.95,3.48,30.0,1992-04-01 2021-04-01,4.28,1.11,30.0,1992-04-01 2021-04-01,2.99,1.33,30.0,1992-04-01 2021-04-01,251.7,110.71,30.0,1992-04-01 2021-04-01,251.27,110.92,30.0,1992-04-01 2021-04-01,0.43,1.22,30.0,1992-04-01 2021-04-01,0.1,0.36,30.0,1992-04-01 2021-04-01,,,,
21,2022-03-01,5.75,1.12,30.0,1992-03-01 2021-03-01,96.27,2.08,30.0,1992-03-01 2021-03-01,9.73,1.23,30.0,1992-03-01 2021-03-01,22.03,3.45,30.0,1992-03-01 2021-03-01,1.97,1.23,30.0,1992-03-01 2021-03-01,69.41,4.5,30.0,1992-03-01 2021-03-01,2.84,1.06,30.0,1992-03-01 2021-03-01,3.58,1.84,30.0,1992-03-01 2021-03-01,344.55,123.63,30.0,1992-03-01 2021-03-01,339.85,124.67,30.0,1992-03-01 2021-03-01,4.67,9.28,30.0,1992-03-01 2021-03-01,0.1,0.32,30.0,1992-03-01 2021-03-01,,,,
22,2022-02-01,4.84,1.69,30.0,1992-02-01 2021-02-01,96.0,2.73,30.0,1992-02-01 2021-02-01,8.73,1.36,30.0,1992-02-01 2021-02-01,19.16,4.04,30.0,1992-02-01 2021-02-01,0.88,2.14,30.0,1992-02-01 2021-02-01,70.12,7.02,30.0,1992-02-01 2021-02-01,1.91,1.54,30.0,1992-02-01 2021-02-01,3.2,1.95,30.0,1992-02-01 2021-02-01,288.54,141.0,30.0,1992-02-01 2021-02-01,281.53,137.87,30.0,1992-02-01 2021-02-01,6.95,9.84,30.0,1992-02-01 2021-02-01,0.2,0.33,30.0,1992-02-01 2021-02-01,,,,
23,2022-01-01,5.59,1.47,30.0,1992-01-01 2021-01-01,97.23,1.85,30.0,1992-01-01 2021-01-01,8.24,1.07,30.0,1992-01-01 2021-01-01,19.42,4.72,30.0,1992-01-01 2021-01-01,2.08,1.68,30.0,1992-01-01 2021-01-01,78.75,5.43,30.0,1992-01-01 2021-01-01,2.57,1.46,30.0,1992-01-01 2021-01-01,3.53,1.68,30.0,1992-01-01 2021-01-01,473.86,167.26,30.0,1992-01-01 2021-01-01,467.0,167.87,30.0,1992-01-01 2021-01-01,6.85,13.63,30.0,1992-01-01 2021-01-01,0.3,0.73,30.0,1992-01-01 2021-01-01,,,,
24,2021-12-01,5.3,1.17,30.0,1991-12-01 2020-12-01,96.82,2.03,30.0,1991-12-01 2020-12-01,7.95,1.14,30.0,1991-12-01 2020-12-01,19.0,4.13,30.0,1991-12-01 2020-12-01,1.76,1.24,30.0,1991-12-01 2020-12-01,79.28,4.03,30.0,1991-12-01 2020-12-01,2.25,1.13,30.0,1991-12-01 2020-12-01,3.31,1.65,30.0,1991-12-01 2020-12-01,445.78,144.69,30.0,1991-12-01 2020-12-01,439.83,144.33,30.0,1991-12-01 2020-12-01,6.77,12.04,30.0,1991-12-01 2020-12-01,0.4,1.38,30.0,1991-12-01 2020-12-01,,,,
25,2021-11-01,7.3,1.16,30.0,1991-11-01 2020-11-01,97.15,1.9,30.0,1991-11-01 2020-11-01,10.17,1.0,30.0,1991-11-01 2020-11-01,19.48,4.66,30.0,1991-11-01 2020-11-01,3.55,1.53,30.0,1991-11-01 2020-11-01,77.06,4.87,30.0,1991-11-01 2020-11-01,3.97,1.41,30.0,1991-11-01 2020-11-01,3.18,1.61,30.0,1991-11-01 2020-11-01,474.92,151.71,30.0,1991-11-01 2020-11-01,472.9,151.81,30.0,1991-11-01 2020-11-01,2.03,5.91,30.0,1991-11-01 2020-11-01,0.1,0.16,29.0,1991-11-01 2020-11-01,,,,
26,2021-10-01,10.24,0.92,30.0,1991-10-01 2020-10-01,98.01,1.4,30.0,1991-10-01 2020-10-01,13.65,0.67,30.0,1991-10-01 2020-10-01,18.94,3.52,30.0,1991-10-01 2020-10-01,6.5,1.17,30.0,1991-10-01 2020-10-01,74.28,3.84,30.0,1991-10-01 2020-10-01,6.8,1.2,30.0,1991-10-01 2020-10-01,2.18,1.37,30.0,1991-10-01 2020-10-01,331.5,138.45,30.0,1991-10-01 2020-10-01,331.5,138.45,30.0,1991-10-01 2020-10-01,0.0,0.0,30.0,1991-10-01 2020-10-01,0.0,0.0,29.0,1991-10-01 2020-10-01,,,,
27,2021-09-01,13.11,0.73,30.0,1991-09-01 2020-09-01,98.32,1.28,30.0,1991-09-01 2020-09-01,17.68,0.98,30.0,1991-09-01 2020-09-01,17.76,2.96,30.0,1991-09-01 2020-09-01,9.55,0.85,30.0,1991-09-01 2020-09-01,70.62,3.76,30.0,1991-09-01 2020-09-01,9.8,1.0,30.0,1991-09-01 2020-09-01,1.26,0.92,30.0,1991-09-01 2020-09-01,161.38,89.05,29.0,1991-09-01 2020-09-01,161.38,89.05,29.0,1991-09-01 2020-09-01,0.0,0.0,29.0,1991-09-01 2020-09-01,0.0,0.0,28.0,1991-09-01 2020-09-01,,,,
28,2021-08-01,14.16,0.62,30.0,1991-08-01 2020-08-01,98.35,1.28,30.0,1991-08-01 2020-08-01,18.98,0.89,30.0,1991-08-01 2020-08-01,18.12,2.74,30.0,1991-08-01 2020-08-01,11.28,0.68,30.0,1991-08-01 2020-08-01,71.6,4.16,30.0,1991-08-01 2020-08-01,11.35,0.7,30.0,1991-08-01 2020-08-01,1.34,0.79,30.0,1991-08-01 2020-08-01,104.17,87.41,30.0,1991-08-01 2020-08-01,104.17,87.41,30.0,1991-08-01 2020-08-01,0.0,0.0,30.0,1991-08-01 2020-08-01,0.0,0.0,28.0,1991-08-01 2020-08-01,,,,
29,2021-07-01,13.5,0.7,30.0,1991-07-01 2020-07-01,97.58,1.34,30.0,1991-07-01 2020-07-01,18.87,0.99,30.0,1991-07-01 2020-07-01,19.72,2.62,30.0,1991-07-01 2020-07-01,10.68,0.73,30.0,1991-07-01 2020-07-01,68.41,3.94,30.0,1991-07-01 2020-07-01,11.02,0.73,30.0,1991-07-01 2020-07-01,1.78,0.95,30.0,1991-07-01 2020-07-01,62.52,47.71,30.0,1991-07-01 2020-07-01,62.52,47.71,30.0,1991-07-01 2020-07-01,0.0,0.0,30.0,1991-07-01 2020-07-01,0.0,0.0,28.0,1991-07-01 2020-07-01,,,,
30,2021-06-01,11.65,0.7,30.0,1991-06-01 2020-06-01,96.75,1.46,30.0,1991-06-01 2020-06-01,16.69,1.27,30.0,1991-06-01 2020-06-01,20.79,3.48,30.0,1991-06-01 2020-06-01,8.58,0.68,30.0,1991-06-01 2020-06-01,67.67,4.12,30.0,1991-06-01 2020-06-01,9.41,0.69,30.0,1991-06-01 2020-06-01,2.19,1.07,30.0,1991-06-01 2020-06-01,103.64,55.69,29.0,1991-06-01 2020-06-01,103.64,55.69,29.0,1991-06-01 2020-06-01,0.0,0.0,29.0,1991-06-01 2020-06-01,0.0,0.0,27.0,1991-06-01 2020-06-01,,,,
31,2021-05-01,9.52,1.02,30.0,1991-05-01 2020-05-01,96.47,1.7,30.0,1991-05-01 2020-05-01,14.71,1.28,30.0,1991-05-01 2020-05-01,21.53,2.89,30.0,1991-05-01 2020-05-01,6.12,1.14,30.0,1991-05-01 2020-05-01,65.67,4.39,30.0,1991-05-01 2020-05-01,6.98,1.23,30.0,1991-05-01 2020-05-01,2.25,1.0,30.0,1991-05-01 2020-05-01,126.18,62.98,30.0,1991-05-01 2020-05-01,126.18,62.98,30.0,1991-05-01 2020-05-01,0.0,0.0,30.0,1991-05-01 2020-05-01,0.0,0.0,28.0,1991-05-01 2020-05-01,,,,
32,2021-04-01,7.16,0.91,30.0,1991-04-01 2020-04-01,96.55,1.48,30.0,1991-04-01 2020-04-01,11.76,0.93,30.0,1991-04-01 2020-04-01,22.62,2.96,30.0,1991-04-01 2020-04-01,3.39,1.0,30.0,1991-04-01 2020-04-01,67.14,3.33,30.0,1991-04-01 2020-04-01,4.26,1.12,30.0,1991-04-01 2020-04-01,2.98,1.34,30.0,1991-04-01 2020-04-01,256.92,106.39,30.0,1991-04-01 2020-04-01,256.48,106.63,30.0,1991-04-01 2020-04-01,0.43,1.22,30.0,1991-04-01 2020-04-01,0.1,0.36,30.0,1991-04-01 2020-04-01,,,,
33,2021-03-01,5.7,1.17,30.0,1991-03-01 2020-03-01,96.14,2.17,30.0,1991-03-01 2020-03-01,9.73,1.23,30.0,1991-03-01 2020-03-01,21.69,3.23,30.0,1991-03-01 2020-03-01,1.92,1.3,30.0,1991-03-01 2020-03-01,69.24,4.69,30.0,1991-03-01 2020-03-01,2.81,1.1,30.0,1991-03-01 2020-03-01,3.51,1.85,30.0,1991-03-01 2020-03-01,341.22,126.47,30.0,1991-03-01 2020-03-01,335.66,128.45,30.0,1991-03-01 2020-03-01,5.53,9.98,30.0,1991-03-01 2020-03-01,0.1,0.32,30.0,1991-03-01 2020-03-01,,,,
34,2021-02-01,4.95,1.73,30.0,1991-02-01 2020-02-01,95.95,2.72,30.0,1991-02-01 2020-02-01,8.85,1.35,30.0,1991-02-01 2020-02-01,19.0,3.86,30.0,1991-02-01 2020-02-01,1.03,2.14,30.0,1991-02-01 2020-02-01,70.34,7.11,30.0,1991-02-01 2020-02-01,2.01,1.57,30.0,1991-02-01 2020-02-01,3.22,1.95,30.0,1991-02-01 2020-02-01,294.74,143.24,30.0,1991-02-01 2020-02-01,288.26,140.29,30.0,1991-02-01 2020-02-01,6.41,9.77,30.0,1991-02-01 2020-02-01,0.2,0.29,30.0,1991-02-01 2020-02-01,,,,
35,2021-01-01,5.5,1.5,30.0,1991-01-01 2020-01-01,97.11,1.86,30.0,1991-01-01 2020-01-01,8.19,1.08,30.0,1991-01-01 2020-01-01,19.0,4.49,30.0,1991-01-01 2020-01-01,2.03,1.7,30.0,1991-01-01 2020-01-01,78.69,5.45,30.0,1991-01-01 2020-01-01,2.51,1.48,30.0,1991-01-01 2020-01-01,3.46,1.73,30.0,1991-01-01 2020-01-01,474.63,166.68,30.0,1991-01-01 2020-01-01,467.78,167.33,30.0,1991-01-01 2020-01-01,6.85,13.63,30.0,1991-01-01 2020-01-01,0.3,0.73,30.0,1991-01-01 2020-01-01,,,,
36,2020-12-01,5.15,1.26,30.0,1990-12-01 2019-12-01,96.62,2.11,30.0,1990-12-01 2019-12-01,7.85,1.18,30.0,1990-12-01 2019-12-01,18.74,3.82,30.0,1990-12-01 2019-12-01,1.61,1.38,30.0,1990-12-01 2019-12-01,79.27,4.04,30.0,1990-12-01 2019-12-01,2.13,1.21,30.0,1990-12-01 2019-12-01,3.35,1.65,30.0,1990-12-01 2019-12-01,442.28,141.67,30.0,1990-12-01 2019-12-01,435.25,140.67,30.0,1990-12-01 2019-12-01,7.84,12.8,30.0,1990-12-01 2019-12-01,0.4,1.38,30.0,1990-12-01 2019-12-01,,,,
37,2020-11-01,7.28,1.17,30.0,1990-11-01 2019-11-01,97.05,1.87,30.0,1990-11-01 2019-11-01,10.17,1.0,30.0,1990-11-01 2019-11-01,19.29,4.45,30.0,1990-11-01 2019-11-01,3.59,1.51,30.0,1990-11-01 2019-11-01,77.26,4.91,30.0,1990-11-01 2019-11-01,3.97,1.41,30.0,1990-11-01 2019-11-01,3.23,1.58,30.0,1990-11-01 2019-11-01,484.38,152.86,30.0,1990-11-01 2019-11-01,482.21,152.93,30.0,1990-11-01 2019-11-01,2.18,5.91,30.0,1990-11-01 2019-11-01,0.1,0.16,29.0,1990-11-01 2019-11-01,,,,
38,2020-10-01,10.15,0.95,30.0,1990-10-01 2019-10-01,97.9,1.39,30.0,1990-10-01 2019-10-01,13.61,0.72,30.0,1990-10-01 2019-10-01,19.01,3.59,30.0,1990-10-01 2019-10-01,6.41,1.22,30.0,1990-10-01 2019-10-01,74.08,3.78,30.0,1990-10-01 2019-10-01,6.73,1.23,30.0,1990-10-01 2019-10-01,2.28,1.36,30.0,1990-10-01 2019-10-01,340.98,142.76,30.0,1990-10-01 2019-10-01,340.98,142.76,30.0,1990-10-01 2019-10-01,0.0,0.0,30.0,1990-10-01 2019-10-01,0.0,0.0,29.0,1990-10-01 2019-10-01,,,,
39,2020-09-01,13.05,0.65,30.0,1990-09-01 2019-09-01,98.21,1.38,30.0,1990-09-01 2019-09-01,17.69,1.01,30.0,1990-09-01 2019-09-01,17.6,2.95,30.0,1990-09-01 2019-09-01,9.49,0.78,30.0,1990-09-01 2019-09-01,70.33,3.86,30.0,1990-09-01 2019-09-01,9.74,0.91,30.0,1990-09-01 2019-09-01,1.25,0.94,30.0,1990-09-01 2019-09-01,156.65,92.44,29.0,1990-09-01 2019-09-01,156.65,92.44,29.0,1990-09-01 2019-09-01,0.0,0.0,29.0,1990-09-01 2019-09-01,0.0,0.0,28.0,1990-09-01 2019-09-01,,,,
40,2020-08-01,14.14,0.61,30.0,1990-08-01 2019-08-01,98.27,1.29,30.0,1990-08-01 2019-08-01,19.01,0.91,30.0,1990-08-01 2019-08-01,18.0,2.6,30.0,1990-08-01 2019-08-01,11.28,0.68,30.0,1990-08-01 2019-08-01,71.46,4.17,30.0,1990-08-01 2019-08-01,11.35,0.7,30.0,1990-08-01 2019-08-01,1.32,0.8,30.0,1990-08-01 2019-08-01,101.83,87.62,30.0,1990-08-01 2019-08-01,101.83,87.62,30.0,1990-08-01 2019-08-01,0.0,0.0,30.0,1990-08-01 2019-08-01,0.0,0.0,28.0,1990-08-01 2019-08-01,,,,
